id,wallet,chain,faucet,amount,txid,ts
e33ddc43-2bfa-42eb-b28a-dcc16b8df7d8,0x95c5753791659DFEbc537239DC9fC38169711519,eth,https://faucetlink.to/,0.00081403,65e2a7ea-8429-4d18-9080-ebc67d7954a0,2025-08-23T22:24:32.087147+00:00
2f17a79d-89cb-4b79-b163-26a526c34a9b,0xA24B4CdfAcb8a565D758b2A8058fCB396EeEA401,eth,https://faucetlink.to/holesky,0.00031197,ab7ef6d0-74b5-4fd4-8cd8-76c13bcb7855,2025-08-23T22:24:32.127614+00:00
29e18126-29c7-4415-aea2-f04059e9d674,0xA24B4CdfAcb8a565D758b2A8058fCB396EeEA401,eth,https://faucetlink.to/,0.00092885,7610adf3-39c8-4f24-8b6e-7433af15250c,2025-08-23T22:24:34.259688+00:00
7e8878c9-ed92-4f2f-86b9-3514f310ea5a,0xd4cEF5A594b2660ffb7752D7e6A27Ee8C94A1154,eth,https://faucetlink.to/,0.00080647,906b91c1-d45f-4816-b585-03e97d9da4e8,2025-08-23T22:24:35.118027+00:00
fc862c10-8788-4788-8f0e-b4382d2d8309,0x23dA1Ac0F572b7b146a4d6DcBbeD33909ad9429A,eth,https://faucetlink.to/,0.00025181,0822cc89-4e93-474f-87db-87cea3d4185f,2025-08-23T22:24:35.347426+00:00
9ef10c51-8632-4fe3-bd41-c4a55bc404b9,0xE36743B6452763595CeAb2591eF5160C94EbDAAf,eth,https://faucetlink.to/sepolia,0.00078374,f9a33363-38ba-4baa-bfad-4cc0d08e5e91,2025-08-23T22:24:38.216343+00:00
a047c776-6c8c-4b9a-9d01-8c350603893f,0x5931C31F17a1f417e242B42987Ded48F1A196585,eth,https://faucetlink.to/,0.00059703,9081e817-217e-433b-995b-dba54c9c7ab8,2025-08-23T22:24:38.860944+00:00
94249557-e6f8-4470-bd4e-4b7b5b92974e,0x61C0f0e0bEE14D6E602dd9601CD8043B97d11e62,eth,https://faucetlink.to/sepolia,0.00021349,af78ab93-e0c1-496a-8bbf-0d5de9c847a2,2025-08-23T22:24:39.363453+00:00
9a4a7518-0785-4586-aeea-3e175ba6462c,0xb45abF930E6D88Ea51536Dac14F7908433663770,eth,https://faucetlink.to/sepolia,9.866e-05,2a307dff-7e50-4450-969b-8e46938f2d86,2025-08-23T22:24:40.976977+00:00
e1d3ee79-d81b-4cbd-8c58-a0debd2c336a,0xB30762ff78DFc4942751458e1EDFCdf447106605,eth,https://faucetlink.to/holesky,0.00060831,ca587c81-cef4-4f52-9906-f6ff8574192a,2025-08-23T22:24:41.564126+00:00
23f7b68f-3fb3-4c0d-8fcd-206bf8fe853f,0x8Aa81c28bDe4eF3a17dAC0e980CDE901CAA649C5,eth,https://faucetlink.to/,0.00047099,ea4f82e2-2ad0-4857-9409-150eae15d77a,2025-08-23T22:24:42.511679+00:00
67e37b41-2433-4caf-b994-06af6a5b7861,0xA24B4CdfAcb8a565D758b2A8058fCB396EeEA401,eth,https://faucetlink.to/,0.00093431,ba4119b7-7592-47b1-8afe-b0ca319064ab,2025-08-23T22:24:43.726519+00:00
3f6c56b8-df0b-4868-b32a-8557f08e2100,0x5A3570Faab4ff0c62e9bB4E1E901257F72FAb47F,eth,https://faucetlink.to/,0.00016364,e0c57248-3f25-4f7b-a343-029f91ebf7fb,2025-08-23T22:24:43.776002+00:00
48773845-5599-45e3-97cf-30dfb7bc8551,0xd5fb8A5E1c4898A0b0664e7ec7a7d66F09B583E1,eth,https://faucetlink.to/holesky,0.00093809,cf808e06-910f-43f2-bc41-0cf685e029fa,2025-08-23T22:24:44.629878+00:00
e2cd3efe-5057-43a7-8e58-fc296fe99224,0x23dA1Ac0F572b7b146a4d6DcBbeD33909ad9429A,eth,https://faucetlink.to/,1.006e-05,18be214a-c683-4e26-8c0d-a194dfe71021,2025-08-23T22:24:48.2143+00:00
3be80a06-c0c6-4ae2-9f2e-f2d5d1b3e25c,0xBb901e625Ee491d0789ea9dAcA62D05cD426a33b,eth,https://faucetlink.to/holesky,3.947e-05,39e6171e-4ea7-4814-a7b7-5f70881b8979,2025-08-23T22:42:53.064445+00:00
a00d5cf4-0c76-423c-a090-3a58513833eb,0xdE7d234F09a99Fc06E9A977e8b0E90127c86Ba10,eth,https://faucetlink.to/holesky,0.00013707,76fa13d1-7668-4cfe-b21c-c54a2fdaa234,2025-08-23T22:42:56.748751+00:00
4cd50b70-7de8-4376-bdf0-56b4b1a9ed7a,0x23dA1Ac0F572b7b146a4d6DcBbeD33909ad9429A,eth,https://faucetlink.to/sepolia,0.00029268,3fcef6dd-a2f4-4c40-9fa4-230c32199942,2025-08-23T22:42:57.393238+00:00
2aa39645-a0aa-4a4d-86bb-6b56c157e92d,0x874A08a9317FF510c90aA39673A7506205920268,eth,https://faucetlink.to/holesky,0.00051267,9c77228d-af68-488d-9eda-aad1664758aa,2025-08-23T22:42:58.982137+00:00
6d6b8e18-e5f3-4811-b513-5fd946bcad58,0x70B09b8f6d231377759aD22F7Bd62FF5F8C2dc31,eth,https://faucetlink.to/holesky,0.00087555,557dfcfb-bec4-4d1e-a5ac-7606ab488c1a,2025-08-23T22:43:04.776144+00:00
9551d068-5382-4bbe-8204-4aacbae2e554,0x146b30f380a2f2fB9BFB714e3841f50D7EdBA612,eth,https://faucetlink.to/,0.00050427,7bd77285-4cd6-402c-a745-937a0dd5bef7,2025-08-23T22:43:05.33656+00:00
20f26077-c17a-41f4-b639-15692b73f5f7,0x4a0d387F61a6ee6b3093519688FFc5159e6105C7,eth,https://faucetlink.to/,0.00037466,e21827a1-d051-4c7c-9ce5-1239e5b2fcc8,2025-08-23T22:43:06.570199+00:00
7958a8a0-ccbf-45b8-8a04-cc7a654ff047,0xd4cEF5A594b2660ffb7752D7e6A27Ee8C94A1154,eth,https://faucetlink.to/sepolia,0.00011445,d8a7a045-abbf-48ed-bcaa-1aa462cd3f40,2025-08-23T22:43:07.872483+00:00
a3e35134-90c4-4dde-b899-11494649d730,0xb45abF930E6D88Ea51536Dac14F7908433663770,eth,https://faucetlink.to/,0.00090597,663585df-dd77-4663-97c8-600e8bdbca80,2025-08-23T22:43:11.859255+00:00
ee168055-f862-48c7-b26f-c8db21c69db0,0x4578F966c460589d962285E0f31E6320496Fc644,eth,https://faucetlink.to/holesky,0.00081059,7be2ecba-606c-4ba2-a39e-4ffc05fe365e,2025-08-23T22:43:17.352568+00:00
361a5045-4e8d-4c5a-ad0e-b6bfed022932,0xE1e6D5b5024EA9Fa871eF0C140Af92EE17cC8869,eth,https://faucetlink.to/sepolia,0.00082766,d9aa2e15-908d-40c3-adf0-80b58b006f25,2025-08-23T22:43:17.849521+00:00
e9f3a165-a5b3-467b-b990-c5795ea812f4,0x4a0d387F61a6ee6b3093519688FFc5159e6105C7,eth,https://faucetlink.to/,8.975e-05,4a2b060e-505d-45f3-8897-d60584d5e8ae,2025-08-23T22:43:31.9446+00:00
65b4c186-10ae-445d-ba8a-83ee865acee2,0x73c430fF85C0C7f4eEA41e62B561846cac464d81,eth,https://faucetlink.to/holesky,0.00076731,29dd3c36-fbc7-4fcd-9674-bd980d6c4d26,2025-08-23T22:43:43.602088+00:00
35b17fbd-98fd-4724-9f2c-59f04fd5be8c,0xa5b0037819C3017a1C7A88dAC7474E603EF44b98,eth,https://faucetlink.to/holesky,0.00061018,b20af45e-a8db-4a47-8d14-8bdbb18567ec,2025-08-23T22:43:45.325657+00:00
0cb0c4d2-a9d2-4f23-8eaf-071ee4b138b7,0xE1634Dc4b208b6FE51411a3211b399c9faC224F4,eth,https://faucetlink.to/sepolia,2.783e-05,0e48cf28-2287-4fdc-a266-47f77823c535,2025-08-23T22:43:48.588789+00:00
05cd2fa9-5859-4950-8fcc-35762e70f9c6,0x0A0C4e4f9c3F77B05E62bfde869392d703ae4c17,eth,https://faucetlink.to/sepolia,0.00021204,b1833501-ffe9-4529-9749-d536cc01a41c,2025-08-23T22:43:49.772939+00:00
a493a9ad-2d56-41ba-bbb1-356ebcbb8528,0x0A0C4e4f9c3F77B05E62bfde869392d703ae4c17,eth,https://faucetlink.to/sepolia,0.00046214,5a9b379b-b1ac-47d5-91f2-ae9438a8fccf,2025-08-23T22:46:54.415135+00:00
849eeb53-114c-4d5e-89b3-5093efb2f291,0xb45abF930E6D88Ea51536Dac14F7908433663770,eth,https://faucetlink.to/holesky,0.00022315,1812d284-f633-448d-a1e9-80f09a3c57a3,2025-08-23T22:47:01.958422+00:00
8d72297a-3dc7-4e9b-a4c0-c3134d22d583,0x70B09b8f6d231377759aD22F7Bd62FF5F8C2dc31,eth,https://faucetlink.to/sepolia,0.00033046,ab68ce3f-2422-4f3f-b8ba-18fed481d369,2025-08-23T22:47:09.766044+00:00
c8d3041c-7596-45bd-bf73-a73ec046ddbd,0x146b30f380a2f2fB9BFB714e3841f50D7EdBA612,eth,https://faucetlink.to/,0.00015366,6a608da1-e030-4b7a-9744-4766c193d521,2025-08-23T22:47:10.155941+00:00
64a44f78-1f43-4b89-bae2-2d6a6df4dffc,0x6daf085e04927bBA14e0a989105DFB2CA51ef67E,eth,https://faucetlink.to/holesky,0.00089158,8b370610-1f45-49e0-b203-7583f013691d,2025-08-23T22:47:11.20837+00:00
20e8c78a-f755-4e69-a466-ef68ab878db8,0xE1634Dc4b208b6FE51411a3211b399c9faC224F4,eth,https://faucetlink.to/,0.00069121,8140990b-5087-4214-a7cf-394ad47c8ca1,2025-08-23T22:47:13.68947+00:00
17e24889-3729-4d4d-9c5d-a49017370ae7,0x4a0d387F61a6ee6b3093519688FFc5159e6105C7,eth,https://faucetlink.to/,0.00037555,d729aa86-d008-46f3-aa2e-54a4e6c31dca,2025-08-23T22:47:18.595062+00:00
9f11435d-bd79-41b5-8d22-738a49934736,0x7C8e35AaECb1E6C866D3272B9Aa7D5d18165A630,eth,https://faucetlink.to/,0.00017988,79ef89b1-c49a-4834-895b-021655f05654,2025-08-23T22:47:28.466443+00:00
c5a0d8c6-a4ad-4f87-9d3d-d3d2ff3ece82,0x6D7965C0F3b4815Df1f7A229566DeA72fb4F74d9,eth,https://faucetlink.to/sepolia,0.00016154,6d3fbab9-5b43-4693-8676-7819d50cf60f,2025-08-23T22:47:29.318296+00:00
d9bc9e54-f8a8-45cb-b06b-02546306239e,0xd5fb8A5E1c4898A0b0664e7ec7a7d66F09B583E1,eth,https://faucetlink.to/,0.00050858,4431915c-2663-4a9c-b3c2-4ab34cee384e,2025-08-23T22:47:32.97634+00:00
4a9391b6-1d20-46ac-b5d6-8bcdc89679f6,0x4B595A9D1f2d1935a760dCb35e8fc339eFe8E535,eth,https://faucetlink.to/sepolia,0.00043814,094a1590-bf0f-4184-96a7-a16ba06ae5be,2025-08-23T22:47:36.406648+00:00
ea7705b5-6e24-4a8a-9017-bc565dc9a21a,0x717d235B59ad427907619AF1D5720ad6354991BA,eth,https://faucetlink.to/holesky,0.00081417,55967048-7e72-454a-9261-9d2a839713be,2025-08-23T22:47:43.504172+00:00
b5c467f6-a583-413f-b526-d60266736d2a,0x8Aa81c28bDe4eF3a17dAC0e980CDE901CAA649C5,eth,https://faucetlink.to/,0.00083005,b0880b9a-c50e-43e1-84e7-c033ed25cfae,2025-08-23T22:47:47.18839+00:00
f8a7af75-56c3-44d5-8a7d-fecb56b0c25c,0xBb901e625Ee491d0789ea9dAcA62D05cD426a33b,eth,https://faucetlink.to/sepolia,0.00067267,c63d59cc-d6c2-48d0-8a65-4f8aac0d65af,2025-08-23T22:47:51.641706+00:00
4209ec02-5187-44c7-8068-0b96052a870f,0x4578F966c460589d962285E0f31E6320496Fc644,eth,https://faucetlink.to/,0.00069148,22f67976-3db4-40ad-8f61-62d0eb66a483,2025-08-23T22:47:52.159905+00:00
8641814c-bb69-4e77-bd0b-7c69ef860d4d,0x3C8E9a42B54655E8D0b57ED2C923c30478Db1621,eth,https://faucetlink.to/holesky,0.00037292,d85e6e0b-63d6-4bcd-bb7f-130a7a0a6615,2025-08-23T22:47:58.131139+00:00
558942c1-f199-4845-8295-35bcd10f4b7a,0x2D4848c7Dadb0c6e0Ed55EC70Ec05867c4745239,eth,https://faucetlink.to/,0.00035125,e324a5b3-62f3-47d7-b5e1-cb07eed616f1,2025-08-23T22:48:05.023587+00:00
7606216a-61f1-4a91-8282-08028455d12a,0x4C110a05B39F22c123c35F3e5F563Ee900477464,eth,https://faucetlink.to/holesky,0.00058205,34c0faab-0cdf-4718-981b-e666552f5439,2025-08-23T22:48:06.956507+00:00
eff2f3a5-5b16-4be1-96cc-8f83497e9a6e,0x019b26b6dEFd30E5e1de062dd4c58E0cD84b815f,eth,https://faucetlink.to/,0.00010599,fa15f236-6fea-49a8-b2f2-c6922a5a97fd,2025-08-23T22:48:15.652246+00:00
7304a021-36b9-4dd1-b546-eca3a7d3db24,0x4B595A9D1f2d1935a760dCb35e8fc339eFe8E535,eth,https://faucetlink.to/holesky,0.00037429,2e483ed6-c0c9-4f56-b0a8-7b12a533bdf9,2025-08-23T22:48:17.112013+00:00
f6028c34-ff90-4a54-86bf-328aeca64eb1,0xdE7d234F09a99Fc06E9A977e8b0E90127c86Ba10,eth,https://faucetlink.to/sepolia,0.00069194,e8d7e134-ea82-4b57-8ca7-045bf579123a,2025-08-23T22:48:20.274115+00:00
cb3b7b89-eec5-4f3d-beba-97eb6d97e183,0xdE7d234F09a99Fc06E9A977e8b0E90127c86Ba10,eth,https://faucetlink.to/holesky,0.00013069,2d73b972-30e1-4f06-9063-1b6c34d0456b,2025-08-23T22:48:23.603525+00:00
c29f7645-84bb-46a4-b133-ec2860caff6b,0x717d235B59ad427907619AF1D5720ad6354991BA,eth,https://faucetlink.to/holesky,0.00047726,73423cb2-cc24-47b0-862e-c1d29400c12b,2025-08-23T22:48:25.951959+00:00
12420a1a-e8fd-448e-a679-ce929ee7e424,0x70B09b8f6d231377759aD22F7Bd62FF5F8C2dc31,eth,https://faucetlink.to/sepolia,0.00069826,8a55da54-2510-496e-92f0-356632d1c183,2025-08-23T22:48:28.053751+00:00
172550bc-a613-4775-a136-d7b4903de82b,0x3C8E9a42B54655E8D0b57ED2C923c30478Db1621,eth,https://faucetlink.to/sepolia,0.00089855,a8f4a694-6a9b-4346-8186-9c9a982124d9,2025-08-23T22:48:29.773053+00:00
ebdc067a-0abd-4bc6-9d59-ec0e003c5eb1,0x717d235B59ad427907619AF1D5720ad6354991BA,eth,https://faucetlink.to/sepolia,0.00058197,730fb63f-adc6-4cf6-947c-52a47cf1c521,2025-08-23T22:24:43.745524+00:00
88a35b2e-0ed8-4161-9ee0-60b761f46253,0x5C72B3d18784d25dfE82eE8aB38dD7d39B7667D4,eth,https://faucetlink.to/sepolia,0.00092376,7a4f3e42-4dc0-4b4d-8a18-3fd6363bac31,2025-08-23T22:24:43.869162+00:00
9fe0423c-306d-4d15-8a65-ea56d9ce09f1,0x5931C31F17a1f417e242B42987Ded48F1A196585,eth,https://faucetlink.to/holesky,9.8e-05,66510d35-14d0-40a7-9dcc-02725cf4f660,2025-08-23T22:24:46.517644+00:00
d4771003-a5bf-4616-acc1-352ee404950d,0xCc4AB529E8d71007c333455a5035C95e99981970,eth,https://faucetlink.to/,0.00079466,9c14133e-c7cb-4005-8dc3-cf12fb4a9f66,2025-08-23T22:24:47.699764+00:00
ada12ad1-a900-4a3d-9965-a63e4591d1b5,0x2F45926d389bf31F3f77105A72086270536B2c93,eth,https://faucetlink.to/sepolia,0.00092642,bec5b7ae-0c70-4507-bd00-d791a0b38bf8,2025-08-23T22:24:50.298758+00:00
bcf3bf80-c2fb-4741-a6a6-029c09299d8c,0x5A3570Faab4ff0c62e9bB4E1E901257F72FAb47F,eth,https://faucetlink.to/holesky,0.00049933,89c1a577-25d1-4f69-93fd-e1e86a811cf7,2025-08-23T22:24:50.71789+00:00
1b10b03a-4ed3-46a0-aa90-ce2e8e668619,0x146b30f380a2f2fB9BFB714e3841f50D7EdBA612,eth,https://faucetlink.to/holesky,0.00051672,cd04f9a2-aaf1-4a9e-bf77-7ee97a39a515,2025-08-23T22:24:50.728583+00:00
5bf3bcad-4403-4512-8bde-8e517e2692d7,0x717d235B59ad427907619AF1D5720ad6354991BA,eth,https://faucetlink.to/,0.00010157,096acc3e-5585-495e-b95f-b886fe5f0875,2025-08-23T22:24:52.347282+00:00
886367ac-3671-4feb-8c78-a66ea128174c,0x4B595A9D1f2d1935a760dCb35e8fc339eFe8E535,eth,https://faucetlink.to/,0.00057709,877c12e0-a6ab-47af-82e8-0cc14c7b80f3,2025-08-23T22:24:52.363667+00:00
c08fbc4f-2cf8-498b-ace5-91600fab77b3,0x70B09b8f6d231377759aD22F7Bd62FF5F8C2dc31,eth,https://faucetlink.to/,0.00050042,64ea3ec1-b939-46cb-9443-b431d018766d,2025-08-23T22:24:53.69239+00:00
d9be1789-28b5-4b92-95bb-eeb5a1ba5f0a,0xa5b0037819C3017a1C7A88dAC7474E603EF44b98,eth,https://faucetlink.to/sepolia,0.00073368,0a97e648-e393-4b5b-b48d-0d24fbe38055,2025-08-23T22:24:54.194816+00:00
9b9beff4-5cc5-4c28-a98a-e8af8cf72c85,0x23dA1Ac0F572b7b146a4d6DcBbeD33909ad9429A,eth,https://faucetlink.to/sepolia,0.00058427,b668f706-6da4-48d9-b679-1018141bcbd0,2025-08-23T22:24:54.219605+00:00
1fddba15-bc11-4ac0-9843-bf699c711f42,0x3C8E9a42B54655E8D0b57ED2C923c30478Db1621,eth,https://faucetlink.to/,0.00021102,8889a384-8e08-4d57-ad45-dfc72ca35a65,2025-08-23T22:24:54.242938+00:00
c6da3ea2-060f-46b6-87a1-c1454e2744f4,0x0A0C4e4f9c3F77B05E62bfde869392d703ae4c17,eth,https://faucetlink.to/,0.00056967,e89586f4-9a2b-4635-9614-1d58036f2728,2025-08-23T22:24:54.292656+00:00
9849b4d2-83e6-4d11-b390-fb03a3092b46,0xE1634Dc4b208b6FE51411a3211b399c9faC224F4,eth,https://faucetlink.to/sepolia,0.0006247,374348b9-efb2-4124-be59-bdd0ad369260,2025-08-23T22:24:55.090523+00:00
2873a3a1-d79d-4e55-ac50-496eacf01072,0x2D4848c7Dadb0c6e0Ed55EC70Ec05867c4745239,eth,https://faucetlink.to/,0.00074002,292f4d60-cc87-456d-b3cc-e6f86ad6ad31,2025-08-23T22:24:56.202013+00:00
3828b63e-e753-4e09-8bae-972d7361de8a,0x5A3570Faab4ff0c62e9bB4E1E901257F72FAb47F,eth,https://faucetlink.to/sepolia,0.00033867,9e628093-94e1-4930-b2f0-e8be6151c856,2025-08-23T22:24:56.409576+00:00
